Year,ADM1_NAME,ADM2_NAME,Stability Zone,Area_Sleikh,Area_Under_Trees,Area_Total,Production,Yield_kg_ha,Area_Rainfed,Production_Rainfed,Yield_Rainfed_kg_ha,Total_Production
,Homs,Ar_Rastan,2,2,0,2,0,0,600,600,1000,600
,Homs,Al_Maghrim,2,39,0,39,137,3512.820513,54,11,203.7037037,148
,Homs,Al_Maghrim,3,6,0,6,21,3500,25,10,400,31
,Homs,Tadmor,5,1054,0,1054,4216,4000,0,0,0,4216
,Homs,Al_Quasir,1,300,0,300,900,3000,900,1350,1500,2250
,Homs,Al_Quasir,2,1000,0,1000,2000,2000,800,600,750,2600
,Homs,Al_Quasir,3,980,0,980,1960,2000,400,120,300,2080
,Homs,Al_Quasir,4,20,0,20,40,2000,,,0,40
,Hama,Hama,1,5884,0,5884,16860,2865.397689,4070,4070,1000,20930
,Hama,Hama,2,3373,0,3373,7970,2362.881708,1664,1203,722.9567308,9173
,Hama,Hama,3,20,0,20,48,2400,0,0,0,48
,Hama,As_Salamiyeh,2,499,0,499,1251,2507.014028,1799,1227,682.0455809,2478
,Hama,As_Salamiyeh,3,200,0,200,554,2770,0,0,0,554
,Hama,As_Salamiyeh,4,16,0,16,56,3500,0,0,0,56
,Hama,Masyaf,1,241,0,241,482,2000,1862,1099,590.2255639,1581
,Hama,Muhradah,1,4980,0,4980,14200,2851.405622,424,762,1797.169811,14962
,Hama,Al_Ghab,1,42577,0,42577,153052,3594.710759,3554,10103,2842.712437,163155
,Idleb,Idleb,1,11236.4333,,11236.4333,32215,2867.012969,7176.875976,10069,1402.978125,42284
,Idleb,Idleb,2,491.7659553,,491.7659553,1401,2848.916207,30.90407012,43,1391.402486,1444
,Idleb,Harim,1,410.4032182,,410.4032182,1177,2867.911234,832.032657,1167,1402.589177,2344
,Idleb,Al_Jisr_Ash_Shu,1,1027.802812,,1027.802812,2946,2866.308563,2314.239404,3247,1403.052767,6193
,Idleb,Al_Ma'ra,1,21.53719512,,21.53719512,61,2832.309391,842.7302197,1182,1402.584092,1243
,Idleb,Al_Ma'ra,2,210.5859079,,210.5859079,604,2868.188124,961.5920279,1349,1402.881847,1953
,Idleb,Al_Ma'ra,3,471.425271,,471.425271,1352,2867.898866,0,,,1352
,Idleb,Ariha,1,905.758706,,905.758706,2597,2867.209537,461.1838156,647,1402.91133,3244
,Idleb,Khan_Shakhon,1,2947.006199,,2947.006199,8449,2866.977342,1069.756273,1502,1404.058137,9951
,Idleb,Khan_Shakhon,2,1622.468699,,1622.468699,4652,2867.235591,59.43090407,78,1312.448485,4730
,Tartous,Tartous,1,229,0,229,487,2126.637555,157,299,1904.458599,786
,Tartous,Banyas,1,32,0,32,87,2718.75,1267,1772,1398.579321,1859
,Tartous,Safita,1,84,0,84,120,1428.571429,565,638,1129.20354,758
,Tartous,Dreikisch,1,0,0,0,0,0,425,439,1032.941176,439
,Tartous,Sheikh Badr,1,0,0,0,0,0,1086,989,910.6813996,989
,Tartous,Al_kadmous,1,0,0,0,0,0,2594,3458,1333.07633,3458
,Lattakia,Lattakia,1,0,0,0,0,0,365,874,2394.520548,874
,Lattakia,Al-Hafa,1,0,0,0,0,0,1082,2704,2499.075786,2704
,Lattakia,Jablah,1,0,0,0,0,0,646,1680,2600.619195,1680
,Lattakia,Al_Qardaha,1,0,0,0,0,0,366.4,917,2502.729258,917
,Aleppo,A'zaz,1,2775,0,2775,12488,4500.18018,21647,75159,3472.028457,87647
,Aleppo,A'zaz,2,512,0,512,2560,5000,2489,8213,3299.718763,10773
,Aleppo,Afrin,1,2800,0,2800,13440,4800,6500,13000,2000,26440
,Aleppo,Jarablus,2,40,0,40,120,3000,0,0,0,120
,Aleppo,Al-Bab,1,200,0,200,800,4000,916,1374,1500,2174
,Aleppo,Al-Bab,2,3293,0,3293,13172,4000,414,414,1000,13586
,Aleppo,Menbij,2,100,0,100,300,3000,0,0,0,300
,Aleppo,Menbij,4,405,0,405,1215,3000,0,0,0,1215
,Aleppo,Ain Al-Arab,2,922,0,922,4149,4500,0,0,0,4149
,Aleppo,Ain Al-Arab,3,112,0,112,504,4500,0,0,0,504
,Aleppo,Jebel_Saman,1,3457,0,3457,15557,4500.144634,4456,11103,2491.696589,26660
,Aleppo,Jebel_Saman,2,14826,0,14826,66694,4498.448671,7178,14334,1996.935079,81028
,Aleppo,Jebel_Saman,3,1381,0,1381,6214,4499.637944,3600,5400,1500,11614
,Aleppo,Jebel_Saman,4,326,0,326,1467,4500,0,0,0,1467
,Aleppo,As_Safira,2,500,0,500,1928,3856,1454,4362,3000,6290
,Aleppo,As_Safira,3,700,0,700,2800,4000,2400,7167,2986.25,9967
,Aleppo,Al_Atareb,1,2000,0,2000,8000,4000,3700,11076,2993.513514,19076
,Aleppo,Der_Hafer,3,1000,0,1000,4000,4000,0,0,0,4000
,Aleppo,Der_Hafer,4,1500,0,1500,6000,4000,0,0,0,6000
,Raqqa,Raqqa,3,438,,438,2103,4801.369863,0,,,2103
,Raqqa,Raqqa,4,10856,,10856,47766,4399.963154,0,,,47766
,Raqqa,Raqqa,5,12639,,12639,50556,4000,3420,5759,1683.918129,56315
,Raqqa,Tell Abiad,2,9260,,9260,46300,5000,8892,14974,1683.985605,61274
,Raqqa,Tell Abiad,3,2023,,2023,9710,4799.802274,0,0,0,9710
,Raqqa,Al-Thawrah,3,279,,279,1339,4799.283154,0,0,0,1339
,Raqqa,Al-Thawrah,4,192,,192,790,4114.583333,0,0,0,790
,Raqqa,Al-Thawrah,5,4613,,4613,20759,4500.108389,0,0,0,20759
,Dayr Az-Zor,Dayr Az-Zor,4,1188,,1188,2970,2500,,,0,2970
,Dayr Az-Zor,Dayr Az-Zor,5,14498,,14498,36245,2500,,,0,36245
,Dayr Az-Zor,Al-Mayadin,5,6925,,6925,17313,2500.072202,,,0,17313
,Dayr Az-Zor,Abu Kamal,5,8891,,8891,22227,2499.943763,,,0,22227
,Hassakeh,Hassakeh,1,800,0,800,2741,3426.25,1535,1742,1134.85342,4483
,Hassakeh,Hassakeh,2,6830,0,6830,20046,2934.992679,15810,17312,1095.003163,37358
,Hassakeh,Hassakeh,3,3182,0,3182,9040,2840.980515,5121,4025,785.9793009,13065
,Hassakeh,Hassakeh,4,2793,0,2793,7653,2740.064447,1764,1297,735.260771,8950
,Hassakeh,Hassakeh,5,382,0,382,1016,2659.685864,0,0,0,1016
,Hassakeh,Quamishli,1,9856,0,9856,34250,3475.040584,49630,57323,1155.007052,91573
,Hassakeh,Quamishli,2,1856,0,1856,5531,2980.064655,7884,8657,1098.046677,14188
,Hassakeh,Quamishli,3,762,0,762,2198,2884.514436,948,747,787.9746835,2945
,Hassakeh,Al-Malika,1,9897,0,9897,34501,3486.00586,39554,46041,1164.003641,80542
,Hassakeh,Al-Malika,2,345,0,345,1032,2991.304348,2321,2551,1099.095218,3583
,Hassakeh,Al-Malika,3,23,0,23,66,2869.565217,112,88,785.7142857,154
,Hassakeh,Ras Al-Ain,1,20936,0,20936,72125,3445.022927,9322,10683,1145.998713,82808
,Hassakeh,Ras Al-Ain,2,23173,0,23173,68940,2975.014025,19893,21783,1095.008294,90723
,Hassakeh,Ras Al-Ain,3,345,0,345,984,2852.173913,2140,1682,785.9813084,2666
,Hassakeh,Ras Al-Ain,4,108,0,108,286,2648.148148,0,0,0,286
2016,As_Suweida,As_Suwayda,1,4,,4,12,3000,1383,719,519.8843095,731
,As_Suweida,As_Suwayda,2,122,,122,363,2975.409836,8504,3061,359.9482596,3424
,As_Suweida,Shahba,2,6,,6,0,0,4411,2007,454.9988665,2007
,As_Suweida,Shahba,3,1,,1,0,0,375,0,0,0
,As_Suweida,Salkhad,2,2,,2,5,2500,11210,1009,90.00892061,1014
,As_Suweida,Salkhad,3,,,0,,0,270,13,48.14814815,13
,Dara,Dara,1,670,,670,1843,2750.746269,8700,3306,380,5149
,Dara,Dara,2,4639,,4639,10461,2255.011856,16250,4785,294.4615385,15246
,Dara,Dara,3,207,,207,446,2154.589372,1070,239,223.364486,685
,Dara,Izra',1,986,,986,2250,2281.947262,5500,1705,310,3955
,Dara,Izra',2,40,,40,102,2550,5260,724,137.6425856,826
,Dara,As_Sanamayn,2,200,,200,552,2760,1670,252,150.8982036,804
,Dara,As_Sanamayn,3,183,,183,339,1852.459016,1000,270,270,609
,Al_Qunaytirah,Al_Qunaytirah,1,135,,135,149,1103.703704,301,196,651.1627907,345
,Damascus,Duma,4,0,,0,,0,,,0,0
,Damascus,Duma,5,1155,,1155,,0,,,0,0
,Damascus,Darayya,3,10,,10,,0,,,0,0
,Damascus,Darayya,4,14,,14,,0,,,0,0
,Damascus,Qatana,1,535,,535,,0,183,0,0,0
,Damascus,Qatana,2,967,,967,,0,425,0,0,0
,Damascus,Qatana,3,336,,336,,0,51,0,0,0
,Damascus,Az_Zabdani,1,5,,5,,0,11,0,0,0
,Damascus,Az_Zabdani,2,0,,0,,0,,0,0,0
,Damascus,Yabrud,2,10,,10,,0,70,0,0,0
,Damascus,Yabrud,3,6,,6,,0,57,0,0,0
,Damascus,Al_Qutayfah,3,,,0,,0,41,0,0,0
,Damascus,Al_Qutayfah,5,132,,132,,0,,,0,0
,Damascus,Al_Ghutta,3,964,,964,,0,76,0,0,0
,Damascus,Al_Ghutta,4,64,,64,,0,18,0,0,0
,Damascus,Al_Ghutta,5,144,,144,,0,0,,0,0
,Damascus,An_Nabk,3,15,,15,,0,105,0,0,0
,Damascus,An_Nabk,4,10,,10,,0,121,0,0,0
,Damascus,An_Nabk,5,40,,40,,0,,,0,0
,Damascus,At_Tall,2,7,,7,,0,102,0,0,0
,Damascus,At_Tall,3,3,,3,,0,20,0,0,0
,Damascus,At_Tall,4,0,,0,,0,41,0,0,0
,Homs,Homs,1,990,,990,,0,9006,,0,0
,Homs,Homs,2,59,,59,,0,357,,0,0
,Homs,Homs,4,33,,33,,0,,,0,0
,Homs,Tall Kalakh,1,2200,,2200,,0,3986,,0,0
,Homs,Ar_Rastan,1,222,,222,,0,5400,,0,0
,Homs,Ar_Rastan,2,2,,2,0,0,600,,0,0
,Homs,Al_Maghrim,2,40,,40,,0,55,,0,0
,Homs,Al_Maghrim,3,4,,4,,0,24,,0,0
,Homs,Al_Quasir,1,300,,300,,0,1000,,0,0
,Homs,Al_Quasir,2,1000,,1000,,0,1000,,0,0
,Homs,Al_Quasir,3,980,,980,,0,500,,0,0
,Homs,Al_Quasir,4,20,,20,,0,,0,0,0
,Hama,Hama,1,5475,,5475,13371,2442.191781,3754,2899,772.2429409,16270
,Hama,Hama,2,3268,,3268,7415,2268.971848,1186,1181,995.7841484,8596
,Hama,Hama,3,12,,12,29,2416.666667,,,0,29
,Hama,Hama,4,106,,106,265,2500,,,0,265
,Hama,As_Salamiyeh,2,488,,488,1234,2528.688525,1701,664,390.3586126,1898
,Hama,As_Salamiyeh,3,135,,135,420,3111.111111,,,0,420
,Hama,As_Salamiyeh,4,3,,3,11,3666.666667,,,0,11
,Hama,Masyaf,1,241,,241,422,1751.037344,1859,1506,810.112964,1928
,Hama,Muhradah,1,2481,,2481,6804,2742.442563,332,401,1207.831325,7205
,Hama,Al_Ghab,1,37098,,37098,88166,2376.570166,2096,7454,3556.29771,95620
,Idleb,Idleb,1,8327,,8327,13637.90539,1637.793369,15128.6946,3409,225.3333873,17046.90539
,Idleb,Idleb,2,937,,937,80.33323416,85.73450817,3289.703124,20,6.079575952,100.3332342
,Idleb,Idleb,3,1338,,1338,0,0,520.048877,0,0,0
,Idleb,Harim,1,334,,334,2570.663493,7696.597284,1891.086826,643,340.0161173,3213.663493
,Idleb,Al_Jisr_Ash_Shu,1,1338,,1338,10237.13181,7651.070109,6855.189743,2559,373.293825,12796.13181
,Idleb,Al_Ma'ra,1,0,,0,1553.109194,0,1150.411152,628,545.8917873,2181.109194
,Idleb,Al_Ma'ra,2,54,,54,2503.719131,46365.1691,1181.929266,718,607.4813618,3221.719131
,Idleb,Al_Ma'ra,3,94,,94,2873.252008,30566.51073,4759.235178,0,0,2873.252008
,Idleb,Ariha,1,803,,803,0,0,472.7717064,388,820.6920904,388
,Idleb,Khan_Shakhon,1,2274,,2274,2409.997025,1059.8052,7091.575596,602,84.88945677,3011.997025
,Idleb,Khan_Shakhon,2,401,,401,133.8887236,333.8870913,3443.353928,33,9.583679368,166.8887236
,Tartous,Tartous,1,944,,944,,0,123,,0,0
,Tartous,Banyas,1,29,,29,,0,1314,1313,999.238965,1313
,Tartous,Safita,1,101,,101,,0,552,,0,0
,Tartous,Dreikisch,1,,,0,,0,441,,0,0
,Tartous,Sheikh Badr,1,,,0,,0,950,,0,0
,Lattakia,Lattakia,1,,,0,,0,364,,0,0
,Lattakia,Al-Hafa,1,,,0,,0,1096,,0,0
,Lattakia,Jablah,1,20,,20,,0,611,,0,0
,Lattakia,Al_Qardaha,1,,,0,,0,363,,0,0
,Aleppo,A'zaz,1,2800,,2800,,0,21527,,0,0
,Aleppo,A'zaz,2,472,,472,,0,2449,,0,0
,Aleppo,Afrin,1,1500,,1500,,0,7700,,0,0
,Aleppo,Jarablus,2,70,,70,,0,0,,0,0
,Aleppo,Al-Bab,1,92,,92,,0,1432,,0,0
,Aleppo,Al-Bab,2,2208,,2208,,0,648,,0,0
,Aleppo,Menbij,2,80,,80,,0,,,0,0
,Aleppo,Menbij,3,0,,0,0,0,,,0,0
,Aleppo,Menbij,4,336,,336,,0,,,0,0
,Aleppo,Ain Al-Arab,2,2444,,2444,,0,,,0,0
,Aleppo,Ain Al-Arab,3,54,,54,,0,,,0,0
,Aleppo,Jebel_Saman,1,2074,,2074,,0,4456,,0,0
,Aleppo,Jebel_Saman,2,8894,,8894,,0,7178,,0,0
,Aleppo,Jebel_Saman,3,829,,829,,0,3600,,0,0
,Aleppo,Jebel_Saman,4,202,,202,,0,0,0,0,0
,Aleppo,As_Safira,2,1200,,1200,,0,300,,0,0
,Aleppo,As_Safira,3,500,,500,,0,310,,0,0
,Aleppo,Al_Atareb,1,2500,,2500,,0,3700,,0,0
,Aleppo,Der_Hafer,3,100,,100,,0,,,0,0
,Raqqa,Raqqa,3,1195.533499,,1195.533499,3768.144243,3151.85166,0,0,0,3768.144243
,Raqqa,Raqqa,4,29631.76179,,29631.76179,85586.86538,2888.34886,0,0,0,85586.86538
,Raqqa,Raqqa,5,34498.51117,,34498.51117,90585.97257,2625.79368,16111.11111,0,0,90585.97257
,Raqqa,Tell Abiad,2,25275.43424,,25275.43424,82960.09435,3282.242099,41888.88889,0,0,82960.09435
,Raqqa,Tell Abiad,3,5521.836228,,5521.836228,17398.32648,3150.822618,0,0,0,17398.32648
,Raqqa,Tell Abiad,4,0,,0,0,0,0,0,0,0
,Raqqa,Al-Thawrah,3,761.5384615,,761.5384615,2399.213096,3150.481843,0,0,0,2399.213096
,Raqqa,Al-Thawrah,4,524.0694789,,524.0694789,1415.517809,2701.011728,0,0,0,1415.517809
,Raqqa,Al-Thawrah,5,12591.31514,,12591.31514,37195.86606,2954.089042,0,,0,37195.86606
,Dayr Az-Zor,Dayr Az-Zor,4,2620.976446,,2620.976446,5897.197003,2250,,,0,5897.197003
,Dayr Az-Zor,Dayr Az-Zor,5,31985.61996,,31985.61996,71967.64491,2250,,,0,71967.64491
,Dayr Az-Zor,Al-Mayadin,5,15277.99822,,15277.99822,34376.48879,2250.064982,,,0,34376.48879
,Dayr Az-Zor,Abu Kamal,5,19615.40537,,19615.40537,44133.66929,2249.949387,,,0,44133.66929
,Hassakeh,Hassakeh,1,500,,500,,0,1300,,0,0
,Hassakeh,Hassakeh,2,4730,,4730,,0,11650,,0,0
,Hassakeh,Hassakeh,3,1900,,1900,,0,4531,,0,0
,Hassakeh,Hassakeh,4,1750,,1750,,0,1650,0,0,0
,Hassakeh,Hassakeh,5,162,,162,,0,,0,0,0
,Hassakeh,Quamishli,1,6800,,6800,,0,39718,,0,0
,Hassakeh,Quamishli,2,1063,,1063,,0,6800,,0,0
,Hassakeh,Quamishli,3,0,,0,0,0,0,0,0,0
,Hassakeh,Al-Malika,1,8937,,8937,,0,45653,,0,0
,Hassakeh,Al-Malika,2,360,,360,,0,3700,,0,0
,Hassakeh,Al-Malika,3,20,,20,,0,251,,0,0
,Hassakeh,Ras Al-Ain,1,13015,,13015,,0,5945,,0,0
,Hassakeh,Ras Al-Ain,2,17925,,17925,,0,15902,,0,0
,Hassakeh,Ras Al-Ain,3,390,,390,,0,4524,,0,0
,Hassakeh,Ras Al-Ain,4,103,,103,0,0,0,0,0,0
2017,As_Suweida,As_Suwayda,1,4,0,4,18,4500,1345,1210.5,900,1228.5
,As_Suweida,As_Suwayda,2,185,0,185,740,4000,10134,7600.5,750,8340.5
,As_Suweida,Shahba,2,3,0,3,12,4000,5068,4307.8,850,4319.8
,As_Suweida,Shahba,3,1,0,1,4,4000,724,543,750,547
,As_Suweida,Salkhad,2,0,0,0,0,0,11699,8189.3,700,8189.3
,As_Suweida,Salkhad,3,0,0,0,0,0,270,135,500,135
,Dara,Dara,1,700,0,700,1960,2800,6300,8190,1300,10150
,Dara,Dara,2,2787,0,2787,7524.9,2700,25668,12834,500,20358.9
,Dara,Dara,3,43,0,43,86,2000,1700,518.5,305,604.5
,Dara,Izra',1,500,0,500,1350,2700,8500,11475,1350,12825
,Dara,Izra',2,1100,0,1100,2860,2600,7830,4698,600,7558
,Dara,Izra',3,0,0,0,0,0,60,18,300,18
,Dara,As_Sanamayn,1,300,0,300,810,2700,1800,2340,1300,3150
,Dara,As_Sanamayn,2,516,0,516,1393.2,2700,5740,3444,600,4837.2
,Dara,As_Sanamayn,3,171,0,171,427.5,2500,3552,1065.6,300,1493.1
,Dara,As_Sanamayn,4,83,0,83,0,0,0,0,0,0
,Al_Qunaytirah,Al_Qunaytirah,1,224,0,224,168,750,488,224,459.0163934,392
,Damascus,Duma,4,49,0,49,0,0,0,0,0,0
,Damascus,Duma,5,1651,0,1651,4457.7,2700,0,0,0,4457.7
,Damascus,Darayya,3,65,0,65,162.5,2500,0,0,0,162.5
,Damascus,Darayya,4,23,0,23,46,2000,0,0,0,46
,Damascus,Darayya,5,130,0,130,260,2000,0,0,0,260
,Damascus,Qatana,1,453,0,453,711.21,1570,280,235.2,840,946.41
,Damascus,Qatana,2,1273,0,1273,1171.16,920,747,276.39,370,1447.55
,Damascus,Qatana,3,359,0,359,470.29,1310,29,0,0,470.29
,Damascus,Az_Zabdani,1,5,0,5,,0,192,0,0,0
,Damascus,Yabrud,2,10,0,10,5,500,118,0,0,5
,Damascus,Yabrud,3,11,0,11,0,0,189,0,0,0
,Damascus,Al_Qutayfah,3,0,0,0,0,0,50,0,0,0
,Damascus,Al_Qutayfah,4,0,0,0,0,0,10,0,0,0
,Damascus,Al_Qutayfah,5,268,0,268,201,750,0,0,0,201
,Damascus,Al_Ghutta,3,1403,0,1403,3437.35,2450,525,223.125,425,3660.475
,Damascus,Al_Ghutta,4,96,0,96,192,2000,4,0.4,100,192.4
,Damascus,Al_Ghutta,5,238,0,238,238,1000,0,,0,238
,Damascus,An_Nabk,3,0,0,0,0,0,96,21.12,220,21.12
,Damascus,An_Nabk,4,50,0,50,35,700,72,27,375,62
,Damascus,An_Nabk,5,42,0,42,31.5,750,0,,0,31.5
,Damascus,At_Tall,2,2,0,2,0,0,185,55.5,300,55.5
,Damascus,At_Tall,3,2,0,2,0,0,71,0,0,0
,Damascus,At_Tall,4,0,0,0,0,0,25,0,0,0
,Homs,Homs,1,1517,0,1517,2528.0055,1666.45056,10716,9965.787,929.9913214,12493.7925
,Homs,Homs,2,36,0,36,65.7,1825,274,219.12,799.7080292,284.82
,Homs,Homs,4,57,0,57,79.8,1400,0,0,0,79.8
,Homs,Tall Kalakh,1,2175,0,2175,5790.9375,2662.5,4011,5615.4,1400,11406.3375
,Homs,Ar_Rastan,1,214,0,214,401.25,1875,5780,8670,1500,9071.25
,Homs,Ar_Rastan,2,60,0,60,0,0,400,0,0,0
,Homs,Al_Maghrim,2,41,0,41,83.7056,2041.6,54,33.913,628.0185185,117.6186
,Homs,Al_Maghrim,3,4,0,4,8.3664,2091.6,24,11.4,475,19.7664
,Homs,Al_Quasir,1,393,0,393,1061.1,2700,1384,1601.98,1157.5,2663.08
,Homs,Al_Quasir,2,2177,0,2177,6078.184,2792,1658,1417.59,855,7495.774
,Homs,Al_Quasir,3,684,0,684,1812.6,2650,912,338.352,371,2150.952
,Homs,Al_Quasir,4,36,0,36,0,0,0,0,0,0
,Hama,Hama,1,5543,0,5543,14799.81,2670,3313,2070.625,625,16870.435
,Hama,Hama,2,2503,0,2503,5213.749,2083,1346,673,500,5886.749
,Hama,Hama,3,20,0,20,60,3000,0,0,0,60
,Hama,Hama,4,8,0,8,12,1500,0,0,0,12
,Hama,As_Salamiyeh,2,503,0,503,1182.05,2350,1610,668,414.9068323,1850.05
,Hama,As_Salamiyeh,3,123,0,123,193.11,1570,0,0,0,193.11
,Hama,As_Salamiyeh,4,2,0,2,,0,0,0,0,0
,Hama,Masyaf,1,242,0,242,411,1698.347107,1898,1329,700.2107482,1740
,Hama,Muhradah,1,4538,0,4538,9993,2202.071397,280,280,1000,10273
,Hama,Al_Ghab,1,20285,0,20285,52624,2594.232191,720,1781,2473.611111,54405
,Idleb,Idleb,1,6000,0,6000,20893.64929,3482.274882,4040,4554.595669,1127.375166,25448.24496
,Idleb,Idleb,2,1400,0,1400,4118.918919,2942.084942,935,752.4800355,804.7914818,4871.398954
,Idleb,Idleb,3,1500,0,1500,3972.192513,2648.128342,232,139.6106195,601.7699115,4111.803133
,Idleb,Harim,1,250,0,250,870.5687204,3482.274882,480,541.1400795,1127.375166,1411.7088
,Idleb,Al_Jisr_Ash_Shu,1,1200,0,1200,4178.729858,3482.274882,1740,1961.632788,1127.375166,6140.362646
,Idleb,Al_Ma'ra,1,2400,0,2400,8357.459716,3482.274882,2500,2818.437914,1127.375166,11175.89763
,Idleb,Al_Ma'ra,2,1190,0,1190,3501.081081,2942.084942,2446,1968.519965,804.7914818,5469.601046
,Idleb,Al_Ma'ra,3,370,0,370,979.8074866,2648.128342,220,132.3893805,601.7699115,1112.196867
,Idleb,Ariha,1,700,0,700,2437.592417,3482.274882,292,329.1935484,1127.375166,2766.785965
,Tartous,Tartous,1,1035,0,1035,2591,2503.381643,188,170,904.2553191,2761
,Tartous,Banyas,1,25,0,25,45.54,1821.6,4430,4204,948.9841986,4249.54
,Tartous,Safita,1,52,0,52,100,1923.076923,512,435.2,850,535.2
,Tartous,Dreikisch,1,0,0,0,0,0,399,349.125,875,349.125
,Tartous,Sheikh Badr,1,0,0,0,0,0,979,905.575,925,905.575
,Lattakia,Lattakia,1,55,0,55,100,1818.181818,364,660,1813.186813,760
,Lattakia,Al-Hafa,1,0,0,0,0,0,1223,2780,2273.098937,2780
,Lattakia,Jablah,1,0,0,0,0,0,647,1320,2040.185471,1320
,Lattakia,Al_Qardaha,1,0,0,0,0,0,260,432.25,1662.5,432.25
,Aleppo,A'zaz,1,2800,0,2800,9800,3500,21527,38748.6,1800,48548.6
,Aleppo,A'zaz,2,472,0,472,1180,2500,2449,3673.5,1500,4853.5
,Aleppo,Afrin,1,1500,0,1500,5250,3500,7700,19250,2500,24500
,Aleppo,Jarablus,2,70,0,70,280,4000,0,,0,280
,Aleppo,Al-Bab,1,92,0,92,276,3000,1433,1719,1199.581298,1995
,Aleppo,Al-Bab,2,844,0,844,1815.03,2150.509479,648,777,1199.074074,2592.03
,Aleppo,Menbij,2,100,0,100,200,2000,0,0,0,200
,Aleppo,Menbij,4,405,0,405,810,2000,0,0,0,810
,Aleppo,Ain Al-Arab,2,1310,0,1310,2620.2,2000.152672,0,0,0,2620.2
,Aleppo,Ain Al-Arab,3,349,0,349,697.4,1998.280802,0,0,0,697.4
,Aleppo,Jebel_Saman,1,2970,0,2970,5940,2000,3986,3987,1000.250878,9927
,Aleppo,Jebel_Saman,2,12210,0,12210,25885.2,2120,6463,6656.89,1030,32542.09
,Aleppo,Jebel_Saman,3,1155,0,1155,1155,1000,3300,1650,500,2805
,Aleppo,Jebel_Saman,4,165,0,165,0,0,0,,0,0
,Aleppo,As_Safira,2,627,0,627,1562.484,2492,1905,455.3667,239.0376378,2017.8507
,Aleppo,As_Safira,3,3326,0,3326,7922.0556,2381.856765,390,79.909,204.8948718,8001.9646
,Aleppo,As_Safira,4,72,0,72,72.3,1004.166667,26,5.24,201.5384615,77.54
,Aleppo,Al_Atareb,1,2500,0,2500,6250,2500,3700,5550,1500,11800
,Aleppo,Der_Hafer,3,120,0,120,,0,10,,0,0
,Raqqa,Raqqa,3,,,0,,0,0,0,0,0
,Raqqa,Raqqa,4,,,0,,0,0,0,0,0
,Raqqa,Raqqa,5,,,0,,0,,0,0,0
,Raqqa,Tell Abiad,2,,,0,,0,,0,0,0
,Raqqa,Tell Abiad,3,92000,0,92000,307000,3336.956522,42000,34800,828.5714286,341800
,Raqqa,Tell Abiad,4,,,0,,0,0,0,0,0
,Raqqa,Al-Thawrah,3,,,0,,0,0,0,0,0
,Raqqa,Al-Thawrah,4,,,0,,0,0,0,0,0
,Raqqa,Al-Thawrah,5,,,0,,0,0,,0,0
,Dayr Az-Zor,Dayr Az-Zor,4,65000,,65000,110500,1700,0,0,0,110500
,Dayr Az-Zor,Dayr Az-Zor,5,,,0,,0,,,0,0
,Dayr Az-Zor,Al-Mayadin,5,,,0,,0,,,0,0
,Dayr Az-Zor,Abu Kamal,5,,,0,,0,,,0,0
,Hassakeh,Hassakeh,1,300,0,300,771,2570,1650,1980,1200,2751
,Hassakeh,Hassakeh,2,2230,0,2230,4899.6222,2197.14,8600,8268.298,961.43,13167.9202
,Hassakeh,Hassakeh,3,670,0,670,1289.75,1925,3450,1828.5,530,3118.25
,Hassakeh,Hassakeh,4,1450,0,1450,2682.5,1850,1100,0,0,2682.5
,Hassakeh,Hassakeh,5,550,0,550,962.5,1750,0,0,0,962.5
,Hassakeh,Quamishli,1,6950,0,6950,16564.1435,2383.33,26700,33597.411,1258.33,50161.5545
,Hassakeh,Quamishli,2,1150,0,1150,2415,2100,6700,6700,1000,9115
,Hassakeh,Quamishli,3,0,,0,0,0,0,0,0,0
,Hassakeh,Al-Malika,1,5650,0,5650,17303.125,3062.5,47600,74077.5,1556.25,91380.625
,Hassakeh,Al-Malika,2,100,0,100,240,2400,3800,4180,1100,4420
,Hassakeh,Al-Malika,3,50,0,50,105,2100,300,240,800,345
,Hassakeh,Ras Al-Ain,1,9900,0,9900,22770,2300,7500,9750,1300,32520
,Hassakeh,Ras Al-Ain,2,9400,0,9400,20915,2225,18300,5670,309.8360656,26585
,Hassakeh,Ras Al-Ain,3,250,0,250,525,2100,5800,0,0,525
,Hassakeh,Ras Al-Ain,4,100,0,100,200,2000,0,0,0,200
2018,As_Suweida,As_Suwayda,1,0,0,0,0,0,0,0,0,0
,As_Suweida,As_Suwayda,2,0,0,0,0,0,0,0,0,0
,As_Suweida,Shahba,2,0,0,0,0,0,0,0,0,0
,As_Suweida,Shahba,3,0,0,0,0,0,0,0,0,0
,As_Suweida,Salkhad,2,0,0,0,0,0,0,0,0,0
,As_Suweida,Salkhad,3,0,0,0,0,0,0,0,0,0
,Dara,Dara,1,0,0,0,0,0,0,0,0,0
,Dara,Dara,2,0,0,0,0,0,0,0,0,0
,Dara,Dara,3,0,0,0,0,0,0,0,0,0
,Dara,Izra',1,0,0,0,0,0,0,0,0,0
,Dara,Izra',2,0,0,0,0,0,0,0,0,0
,Dara,As_Sanamayn,2,0,0,0,0,0,0,0,0,0
,Dara,As_Sanamayn,3,0,0,0,0,0,0,0,0,0
,Al_Qunaytirah,Al_Qunaytirah,1,0,0,0,0,0,0,0,0,0
,Damascus,Duma,4,0,0,0,0,0,0,0,0,0
